codigo_inmueble,sector,barrio,estrato,valor_arriendo,valor_administracion,area_construida,area_privada,antiguedad,habitaciones,banos,parqueadero,url
13436-M4435852,Salitre Modelia,La Felicidad,4,1700000,200000,42,42,Entre 0 y 5 años,2,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-esperanza-2-habitaciones-2-banos/13436-M4435852
330-M4478909,Country,Contador,5,2350000,507000,71,71,Entre 5 y 10 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-cedros-2-habitaciones-2-banos-2-garajes/330-M4478909
11813-M4074755,Bogotá D.C.,Usaquen,6,3100000,688000,85,85,Más de 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-usaquen-2-habitaciones-2-banos-2-garajes/11813-M4074755
3606-M4045534,Santa Bárbara,San Patricio Usaquen,5,4750000,750000,98,98,Entre 10 y 20 años,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-san-patricio-2-habitaciones-3-banos-1-garajes/3606-M4045534
800-M3453964,Chicó,Chico Norte Iii,6,4200000,540000,65,65,Entre 5 y 10 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-iii-1-habitaciones-2-banos-1-garajes/800-M3453964
883-M4421789,Santa Bárbara,Molinos Norte Santa Paula,6,6000000,,98,98,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-molinos-norte-2-habitaciones-3-banos-2-garajes/883-M4421789
51-M4431249,Chicó,Los Rosales Emaus,6,5700000,100000,130,128,Entre 5 y 10 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-2-habitaciones-2-banos-2-garajes/51-M4431249
14984-M4469928,Niza Alhambra,Pasadena,5,2950000,250000,68,68,Entre 0 y 5 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-pasadena-2-habitaciones-2-banos-1-garajes/14984-M4469928
2821-M4469207,Chicó,Chico Norte Iii,6,2600000,,67,67,Entre 5 y 10 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et.-iii-1-habitaciones-2-banos-1-garajes/2821-M4469207
800-M2651361,Chicó,Chico Virrey,6,6000000,976299,153,153,Entre 0 y 5 años,2,3,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-3-banos-3-garajes/800-M2651361
5574-M4032657,Santa Bárbara,Chico,6,3200000,700000,65,60,Entre 0 y 5 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-bibiana-1-habitaciones-2-banos-1-garajes/5574-M4032657
73-M4158752,Cedritos,Villas Del Mediterraneo Usaquen,4,1300000,,35,35,Entre 0 y 5 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-villa-magdala-1-habitaciones-1-banos-1-garajes/73-M4158752
416-M4419695,Bogotá D.C.,Los Rosales,6,4791000,491000,78,78,Entre 0 y 5 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-1-habitaciones-1-banos-1-garajes/416-M4419695
2412-M4260688,Chicó,Chico Norte 3,6,25000000,,222,222,Entre 5 y 10 años,2,3,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-3-banos-3-garajes/2412-M4260688
2361-M3921003,Country,La Fontana,4,4700000,,64,64,Entre 5 y 10 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-plenitud-2-habitaciones-2-banos-1-garajes/2361-M3921003
2361-M3920774,Country,La Fontana,4,4700000,,64,64,Entre 5 y 10 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-plenitud-2-habitaciones-2-banos-1-garajes/2361-M3920774
59-M4429766,Orquídeas,Santa Teresa,4,1670000,280000,68.91,68.91,Entre 5 y 10 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-teresa-2-habitaciones-2-banos-1-garajes/59-M4429766
2361-M3920979,Country,La Fontana,4,4500000,,64,64,Entre 5 y 10 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-plenitud-2-habitaciones-2-banos-1-garajes/2361-M3920979
523-M3721233,Chicó,Bellavista Rosales,6,9700000,1300000,150,150,Entre 5 y 10 años,2,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-las-acacias-2-habitaciones-4-banos-2-garajes/523-M3721233
22-M4485984,Chicó,Chicó,6,1500000,606800,67,67,Más de 20 años,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et.-ii-2-habitaciones-1-banos-1-garajes/22-M4485984
717-M2458181,Santa Bárbara,Santa Barbara,6,2500000,389000,55,55,Entre 5 y 10 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-central-1-habitaciones-2-banos-2-garajes/717-M2458181
717-M2597481,Chicó,El Chico Norte,6,3950000,450000,98,98,Más de 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-iii-2-habitaciones-2-banos-2-garajes/717-M2597481
3606-M3539878,Country,Lisboa Usaquen,5,1720000,380000,94,94,Más de 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-lisboa-2-habitaciones-2-banos-1-garajes/3606-M3539878
920-M4463692,Santa Bárbara,Santa Barbara Central Usaquen,6,3000000,,81,81,Entre 10 y 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-central-2-habitaciones-2-banos-2-garajes/920-M4463692
416-118248,Santa Bárbara,Chicó Navarra,6,4510000,1090000,120,180,Más de 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-bibiana-2-habitaciones-3-banos-2-garajes/416-118248
10278-M4129929,Chapinero Alto,Pardo Rubio,4,3850000,480000,100.88,91.3,Más de 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-pardo-rubio-2-habitaciones-2-banos-2-garajes/10278-M4129929
646-M4464309,Normandía,Normandia,4,1221000,191800,40,40,Entre 5 y 10 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-normandia-1-habitaciones-1-banos/646-M4464309
346-M3835565,Chicó,Chico Norte,6,7000000,,122.57,122.57,Entre 0 y 5 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-2-banos-2-garajes/346-M3835565
507-M4463875,Colina y Alrededores,Gilmar,4,1444000,206000,55.12,55.12,Entre 10 y 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-gilmar-2-habitaciones-2-banos-1-garajes/507-M4463875
35-M4054138,Chapinero Alto,El Castillo,4,1400000,,45,40,Más de 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-ingemar-1-habitaciones-1-banos-1-garajes/35-M4054138
2699-M2014791,Chicó,Cabrera,5,10000000,700000,163,153,Entre 0 y 5 años,2,4,3,https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-el-nogal-2-habitaciones-4-banos-3-garajes/2699-M2014791
2501-M4161088,Chapinero Alto,Chapinero El Castillo,5,3200000,,72,72,Más de 20 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-ingemar-1-habitaciones-2-banos-1-garajes/2501-M4161088
898-M3167094,Country,La Carolina,6,2300000,527000,70,70,Más de 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-carolina-2-habitaciones-2-banos-1-garajes/898-M3167094
800-M3270482,Chicó,Chico Ii Sector,6,4500000,,61,61,Entre 5 y 10 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-ii-1-habitaciones-2-banos-2-garajes/800-M3270482
3241-M2336862,Chicó,Chico Reservado,6,8500000,,150,150,Entre 5 y 10 años,2,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-4-banos-2-garajes/3241-M2336862
2147-M4491717,Chicó,Chico Reservado,6,3900000,470000,68,68,Entre 10 y 20 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et.-ii-1-habitaciones-2-banos-1-garajes/2147-M4491717
15534-M4477877,Chicó,Chico Norte,6,3500000,,54,54,Entre 0 y 5 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-2-banos-1-garajes/15534-M4477877
4933-M4211838,Centro Internacional,La Macarena,4,2850000,,60,60,Entre 0 y 5 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-macarena-1-habitaciones-1-banos/4933-M4211838
800-M3277886,Santa Bárbara,Santa Barbara Oriental,5,3800000,,76,76,Entre 10 y 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-oriental-2-habitaciones-2-banos-1-garajes/800-M3277886
717-M2577883,Chicó,Chico,6,4800000,,70,70,Entre 0 y 5 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-2-banos-1-garajes/717-M2577883
2501-M3882213,Chicó,El Chico,6,2800000,400000,65,65,Entre 5 y 10 años,1,1,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-1-habitaciones-1-banos-2-garajes/2501-M3882213
10114-M4113597,Santa Bárbara,Santa Ana Oriental,6,7000000,1500000,170,170,Más de 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-ana-oriental-2-habitaciones-3-banos-2-garajes/10114-M4113597
800-M2912837,Bogotá D.C.,Chico Nogal,6,6000000,,140,140,Entre 5 y 10 años,2,4,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-nogal-2-habitaciones-4-banos-1-garajes/800-M2912837
800-M4176692,Chicó,El Refugio,6,3800000,,70,70,Entre 5 y 10 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-refugio-1-habitaciones-2-banos-2-garajes/800-M4176692
10139-M4491618,Chicó,Chico Norte,6,9000000,,105,105,Entre 5 y 10 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-3-banos-2-garajes/10139-M4491618
717-M2535315,Santa Bárbara,El Rincon Del Chico,6,3200000,400000,80,80,Entre 5 y 10 años,1,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-rincon-del-chico-1-habitaciones-3-banos-2-garajes/717-M2535315
11256-M4491296,Chicó,Chico,6,2690000,510000,48,48,Más de 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-1-banos-1-garajes/11256-M4491296
342-M4419248,Santa Bárbara,Chiconavarra,6,2800000,228000,50,50,Entre 5 y 10 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-bibiana-1-habitaciones-2-banos-2-garajes/342-M4419248
164-M3121441,Chapinero Alto,Chapinero Norte,5,1800000,,28,28,Entre 0 y 5 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-quinta-camacho-1-habitaciones-1-banos/164-M3121441
488-M4419243,Bogotá D.C.,Chico Navarra,6,2100000,,45,45,Entre 10 y 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-navarra-1-habitaciones-1-banos-1-garajes/488-M4419243
272-M4468744,Chicó,El Nogal,6,1550000,397000,38,38,Más de 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-nogal-1-habitaciones-1-banos-1-garajes/272-M4468744
34-M3644376,Santa Bárbara,Santa Bibiana,6,4100000,,88.67,88.67,Entre 0 y 5 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-ana-occidental-2-habitaciones-2-banos-1-garajes/34-M3644376
304-M4466684,Chapinero Alto,Chapinero,4,2000000,445000,55.8,55.8,Más de 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bosque-calderon-2-habitaciones-2-banos-1-garajes/304-M4466684
164-M4463535,Cedritos,Bosque De Pinos,6,1500000,,30,30,Entre 0 y 5 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bosque-de-pinos-1-habitaciones-1-banos/164-M4463535
183-M4336091,Country,Bella Suiza,4,1070000,230500,35,35,Entre 10 y 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-ub.-bosques-1-habitaciones-1-banos-1-garajes/183-M4336091
164-M3485433,Centro Nariño,Quinta Paredes,4,3500000,,57,57,Entre 10 y 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-quinta-paredes-2-habitaciones-2-banos-1-garajes/164-M3485433
920-M4323518,Santa Bárbara,Santa Ana Oriental,6,2250000,350000,55,55,Más de 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-ana-oriental-1-habitaciones-1-banos-1-garajes/920-M4323518
247-M4464853,Chicó,Los Rosales,6,4000000,,79,79,Entre 10 y 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bellavista-2-habitaciones-2-banos-2-garajes/247-M4464853
10366-M4462546,Chicó,Los Rosales,6,2000000,480000,100,100,Más de 20 años,2,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-2-habitaciones-1-banos/10366-M4462546
164-M3849966,Santa Bárbara,Santa Barbara,5,2700000,,65,65,Remodelado,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-central-2-habitaciones-2-banos-1-garajes/164-M3849966
10139-M4488642,Chicó,Chico Cabrera,6,5500000,900000,80,80,Entre 10 y 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-2-banos-2-garajes/10139-M4488642
990-M4180174,Chicó,Chico Norte,6,5300000,500000,80,80,Entre 0 y 5 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-2-banos-2-garajes/990-M4180174
2671-M4430442,Santa Bárbara,Santa Paula Usaquen,6,3800000,,63,63,Entre 10 y 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-molinos-norte-2-habitaciones-2-banos-1-garajes/2671-M4430442
14914-M3971358,Chicó,Rosales Bajo,6,6500000,1450000,168,168,Entre 0 y 5 años,2,3,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bellavista-2-habitaciones-3-banos-4-garajes/14914-M3971358
9947-M4307381,Santa Bárbara,Santa Paula,6,3800000,,70,70,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-rincon-del-chico-2-habitaciones-3-banos-2-garajes/9947-M4307381
11049-M4021710,Santa Bárbara,Santa Ana Oriental,6,4950400,859126,53.06,53.06,Entre 0 y 5 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-ana-oriental-1-habitaciones-1-banos-1-garajes/11049-M4021710
9947-M4307375,Chicó,Rosales,6,3800000,,51,51,Más de 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-1-habitaciones-1-banos-1-garajes/9947-M4307375
11049-M4021685,Santa Bárbara,Santa Ana Oriental,6,5392400,866518,54.64,54.64,Entre 0 y 5 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-ana-oriental-1-habitaciones-1-banos-1-garajes/11049-M4021685
3606-M4431574,Santa Bárbara,Navarra Usaquen,6,5100000,1000000,124,124,Entre 10 y 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-san-patricio-2-habitaciones-3-banos-2-garajes/3606-M4431574
2361-M4141063,Niza Alhambra,Pontevedra,4,2350000,,60,60,Más de 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-potosi-2-habitaciones-2-banos-2-garajes/2361-M4141063
2412-3498491,Chicó,Chico Alto,6,17000000,2870000,320,320,Más de 20 años,2,3,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-refugio-2-habitaciones-3-banos-3-garajes/2412-3498491
5168-M4469257,Colina y Alrededores,Colina Campestre,5,2500000,340000,92,92,Entre 10 y 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-victoria-norte-2-habitaciones-3-banos-2-garajes/5168-M4469257
10278-M4469607,Niza Alhambra,El Batan,5,1430000,370000,42,37,Entre 5 y 10 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-batan-1-habitaciones-2-banos-1-garajes/10278-M4469607
3774-M4151883,Santa Bárbara,San Patricio,6,4500000,,77.37,73.01,Entre 5 y 10 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-san-patricio-2-habitaciones-3-banos-2-garajes/3774-M4151883
11203-M4203077,Santa Bárbara,Santa Barabara Occidental,5,2100000,487000,56,56,Entre 10 y 20 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-occidental-1-habitaciones-2-banos-1-garajes/11203-M4203077
800-M2845936,Santa Bárbara,Chico Navarra,6,4500000,,80,80,Entre 0 y 5 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-san-patricio-2-habitaciones-2-banos-1-garajes/800-M2845936
754-M3990176,Santa Bárbara,Chico Navarra,6,4200000,1150000,108,108,Entre 10 y 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-bibiana-2-habitaciones-3-banos-2-garajes/754-M3990176
754-M4167384,Santa Bárbara,Santa Barabara,6,3000000,765900,125,125,Más de 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-central-2-habitaciones-3-banos-2-garajes/754-M4167384
3271-M4461462,Santa Bárbara,Santa Barbara Central,6,2800000,600000,63,63,Entre 0 y 5 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-san-patricio-1-habitaciones-2-banos-2-garajes/3271-M4461462
16146-M4461177,Santa Bárbara,Santa Bárbara,5,1710000,390000,49,49,Más de 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-occidental-1-habitaciones-1-banos-1-garajes/16146-M4461177
482-M4461454,Cerros de Suba,Lindaraja,6,1630700,319300,45,45,Entre 10 y 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-suba-naranjos-1-habitaciones-1-banos-1-garajes/482-M4461454
3038-M4463389,Country,Cedritos,4,2500000,2500000,57,57,Entre 10 y 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-cedritos-1-habitaciones-1-banos-1-garajes/3038-M4463389
800-M2843472,Chicó,Altos De Chico,6,12000000,1700000,200,200,Entre 10 y 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-3-banos-2-garajes/800-M2843472
2969-M4471297,Chicó,Chico Norte,6,7000000,,110.81,110.81,Entre 5 y 10 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-3-banos-2-garajes/2969-M4471297
10323-M4421863,Santa Bárbara,Santa Barbara Usaquen,6,1680000,220000,28,28,Entre 0 y 5 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-central-1-habitaciones-1-banos-1-garajes/10323-M4421863
851-1687920,Chicó,Rosales,6,2320000,980000,70,70,Entre 10 y 20 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-1-habitaciones-2-banos-1-garajes/851-1687920
847-M4484965,Chicó,Los Rosales,6,3600000,400000,77,77,Entre 10 y 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-1-habitaciones-1-banos-1-garajes/847-M4484965
2671-M4203416,Chicó,El Chico,6,3904000,596000,70,70,Entre 10 y 20 años,1,1,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-1-banos-2-garajes/2671-M4203416
13194-M4417200,Chapinero Alto,Los Rosales Emaus,4,3100000,403000,42,40,Entre 10 y 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-emaus-1-habitaciones-1-banos-1-garajes/13194-M4417200
2162-M2235192,Chicó,Chico Norte Ii,6,2400000,630000,60,60,Entre 5 y 10 años,1,2,1,https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chico-norte-ii-1-habitaciones-2-banos-1-garajes/2162-M2235192
3702-M4463472,Niza Alhambra,La Alhambra,5,1500000,288000,60,60,Más de 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-monaco-2-habitaciones-2-banos-1-garajes/3702-M4463472
4058-M3361386,Orquídeas,Santa Teresa,4,920000,260000,72,72,Más de 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-urbanizal-senorial-2-habitaciones-2-banos-1-garajes/4058-M3361386
754-M2701322,Chicó,Chico Norte,6,5160000,340000,60,60,Entre 0 y 5 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-ii-1-habitaciones-2-banos-1-garajes/754-M2701322
13436-M4464635,Chicó,Los Rosales Emaus,6,6000000,1382000,163,147,Más de 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bellavista-2-habitaciones-3-banos-2-garajes/13436-M4464635
847-M4484461,Chicó,Chico Norte,6,4000000,1079000,103,103,Entre 10 y 20 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-2-banos-2-garajes/847-M4484461
183-M4469743,Santa Bárbara,Santa Barbara,6,1450000,350000,28,28,Entre 5 y 10 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-central-1-habitaciones-1-banos-1-garajes/183-M4469743
